Observation URI,references,refArea,PercentageofEducationlevelofresidents-illeterate,PercentageofSchooldropout,PercentageofEducationlevelofresidents-university,publisher,PercentageofEducationlevelofresidents-secondary,PercentageofEducationlevelofresidents-intermediate,PercentageofEducationlevelofresidents-vocational,PercentageofEducationlevelofresidents-elementary,PercentageofEducationlevelofresidents-highereducation,refArea District,refArea Governorate,Town,dataset
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Himlaya,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Matn_District,Mount_Lebanon_Governorate,Himlaya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hizzine,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Baalbek_District,Baalbek-Hermel_Governorate,Hizzine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hjoula,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,5e+00,3.5e+01,Impact Open Data,2e+01,1e+01,5e+00,1e+01,2e+01,Byblos_District,Mount_Lebanon_Governorate,Hjoula,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hlaliyeh+,https://impact.cib.gov.lb/home#open_data_section,nan,1.5e+01,3e+00,1.5e+01,Impact Open Data,1.5e+01,2e+01,1e+01,2e+01,5e+00,Baabda_District,Mount_Lebanon_Governorate,Hlaliyeh ,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hlaliyeh+Saida,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Sidon_District,South_Governorate,Hlaliyeh Saida,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hmaireh+Aakkar,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,2e+00,2e+00,Impact Open Data,1e+01,1e+01,8e+00,6.8e+01,1e+00,Akkar_District,Akkar_Governorate,Hmaireh Aakkar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hmairi+Sour,https://impact.cib.gov.lb/home#open_data_section,nan,8e+00,9e+01,1.2e+01,Impact Open Data,2e+01,5e+00,5e+00,4e+01,1e+01,Tyre_District,South_Governorate,Hmairi Sour,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hocheb,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,2e+00,1e+01,Impact Open Data,3e+01,1.5e+01,2.5e+01,1e+01,5e+00,Akkar_District,Akkar_Governorate,Hocheb,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Homsiyeh,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Jezzine_District,South_Governorate,Homsiyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Houaich,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,3e+00,1e+01,Impact Open Data,5e+00,2e+01,1e+01,4e+01,5e+00,Akkar_District,Akkar_Governorate,Houaich,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Houla,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Marjeyoun_District,Nabatieh_Governorate,Houla,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Houmine+El-Faouqa,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,2e+00,1e+01,Impact Open Data,2e+01,3.1e+01,1e+01,2e+01,4e+00,Nabatieh_District,Nabatieh_Governorate,Houmine El-Faouqa,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Houmine+Et-Tahta,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,1e+01,Impact Open Data,1.5e+01,2.5e+01,5e+00,3.5e+01,5e+00,Nabatieh_District,Nabatieh_Governorate,Houmine Et-Tahta,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Howara,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,1e+01,Impact Open Data,1e+01,2e+01,1.5e+01,3e+01,5e+00,MiniyehâDanniyeh_District,North_Governorate,Howara,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hrajel,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Keserwan_District,Mount_Lebanon_Governorate,Hrajel,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hrar,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,3e+00,3e+01,Impact Open Data,1e+01,2e+01,5e+00,3e+01,4e+00,Akkar_District,Akkar_Governorate,Hrar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hsarat,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,7.9e+01,Impact Open Data,5e+00,5e+00,5e+00,3e+00,3e+00,Byblos_District,Mount_Lebanon_Governorate,Hsarat,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hsayn,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,3.5e+01,1.5e+01,Impact Open Data,3.5e+01,2e+01,5e+00,1.5e+01,5e+00,Keserwan_District,Mount_Lebanon_Governorate,Hsayn,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hsoun,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,2e+01,Impact Open Data,1e+01,2e+01,5e+00,3e+01,5e+00,Byblos_District,Mount_Lebanon_Governorate,Hsoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Iaat,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,1e+01,2e+01,Impact Open Data,4e+01,2e+01,3e+00,1e+01,6e+00,Baalbek_District,Baalbek-Hermel_Governorate,Iaat,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ibl+Es-Saqi,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,0e+00,Marjeyoun_District,Nabatieh_Governorate,Ibl Es-Saqi,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Idbil,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,1e+00,2e+01,Impact Open Data,3.5e+01,1e+01,1e+01,1e+01,5e+00,Akkar_District,Akkar_Governorate,Idbil,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ighmid,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,1e+00,8e+00,Impact Open Data,1.5e+01,2.5e+01,1e+01,3e+01,2e+00,Aley_District,Mount_Lebanon_Governorate,Ighmid,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ijbaa,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,2e+00,2e+01,Impact Open Data,2e+01,2e+01,5e+00,1.8e+01,1.5e+01,Zgharta_District,North_Governorate,Ijbaa,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ijdaabrine,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,NaN,1.5e+01,Impact Open Data,2.2e+01,2e+01,1e+01,2e+01,8e+00,Koura_District,North_Governorate,Ijdaabrine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ilat,https://impact.cib.gov.lb/home#open_data_section,nan,1.5e+01,2e+01,2e+01,Impact Open Data,1e+01,2.5e+01,5e+00,2e+01,5e+00,Akkar_District,Akkar_Governorate,Ilat,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Insariyeh,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,2e+00,5e+00,Impact Open Data,1e+01,1.8e+01,5e+00,5e+01,2e+00,Sidon_District,South_Governorate,Insariyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Izal,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,7e+01,2.5e+01,Impact Open Data,1.5e+01,2e+01,5e+00,2e+01,5e+00,MiniyehâDanniyeh_District,North_Governorate,Izal,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jaaita,https://impact.cib.gov.lb/home#open_data_section,nan,2e+01,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Keserwan_District,Mount_Lebanon_Governorate,Jaaita,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jadra,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,5e+00,1.5e+01,Impact Open Data,2e+01,2.5e+01,1e+01,2e+01,5e+00,Chouf_District,Mount_Lebanon_Governorate,Jadra,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jahliyeh,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Chouf_District,Mount_Lebanon_Governorate,Jahliyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jaj,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,3.5e+01,Impact Open Data,5e+01,0e+00,1e+01,0e+00,5e+00,Byblos_District,Mount_Lebanon_Governorate,Jaj,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jall+Ed-Dib,https://impact.cib.gov.lb/home#open_data_section,nan,3e+00,2e+00,1.5e+01,Impact Open Data,3e+01,3e+01,7e+00,7e+00,8e+00,Matn_District,Mount_Lebanon_Governorate,Jall Ed-Dib,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Janneh+Mar+Sarkis,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Byblos_District,Mount_Lebanon_Governorate,Janneh Mar Sarkis,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jarbata,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,NaN,3e+01,Impact Open Data,1e+01,2e+01,3e+00,2.5e+01,2e+00,Batroun_District,North_Governorate,Jarbata,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jarjouaa,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,3e+01,Impact Open Data,1e+01,2.5e+01,1.5e+01,5e+00,1e+01,Nabatieh_District,Nabatieh_Governorate,Jarjouaa,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jarmaq,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,1.5e+01,Impact Open Data,2.5e+01,2.5e+01,5e+00,2.5e+01,5e+00,Jezzine_District,South_Governorate,Jarmaq,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jbaa+En-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,nan,8e+00,1e+01,2e+01,Impact Open Data,2.5e+01,2.5e+01,1e+01,1e+01,2e+00,Chouf_District,Mount_Lebanon_Governorate,Jbaa En-Nabatiyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jbaa+En-Nabatiyeh-Ein-Boswar,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,5e+00,3e+01,Impact Open Data,3e+01,2e+00,3e+01,2e+00,5e+00,Nabatieh_District,Nabatieh_Governorate,Jbaa En-Nabatiyeh-Ein-Boswar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jbal+El-Botm,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,0e+00,Tyre_District,South_Governorate,Jbal El-Botm,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jbeil,https://impact.cib.gov.lb/home#open_data_section,nan,9e+00,8e+00,2e+01,Impact Open Data,1.7e+01,1.4e+01,1.7e+01,1.9e+01,4e+00,Byblos_District,Mount_Lebanon_Governorate,Jbeil,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jbouleh,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,3e+00,1e+01,Impact Open Data,2e+01,4.5e+01,5e+00,5e+00,1e+01,Baalbek_District,Baalbek-Hermel_Governorate,Jbouleh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jdaidet+Ghazir,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,1.5e+01,Impact Open Data,2e+01,2e+01,1.5e+01,2.5e+01,5e+00,Keserwan_District,Mount_Lebanon_Governorate,Jdaidet Ghazir,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jdaidet+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,0e+00,3.5e+01,Impact Open Data,2.5e+01,2e+01,1e+01,4e+00,5e+00,Marjeyoun_District,Nabatieh_Governorate,Jdaidet Marjaayoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jdeidet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+00,1.8e+01,Impact Open Data,1.5e+01,2.5e+01,1e+01,2.5e+01,2e+00,Chouf_District,Mount_Lebanon_Governorate,Jdeidet Ech-Chouf,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jdidet+Ej-Joumeh,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,2e+00,0e+00,Impact Open Data,0e+00,1e+01,0e+00,1e+01,8e+01,Akkar_District,Akkar_Governorate,Jdidet Ej-Joumeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jdita,https://impact.cib.gov.lb/home#open_data_section,nan,2e+01,2e+01,1.9e+01,Impact Open Data,1e+01,2e+01,1e+01,2e+01,1e+00,ZahlÃ©_District,Beqaa_Governorate,Jdita,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jebrayel,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,1e+01,1.6e+01,Impact Open Data,2.5e+01,2.5e+01,1e+01,2e+01,2e+00,Akkar_District,Akkar_Governorate,Jebrayel,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jenjlaya,https://impact.cib.gov.lb/home#open_data_section,nan,2e+01,0e+00,5e+00,Impact Open Data,3e+01,3e+01,0e+00,1.5e+01,0e+00,Sidon_District,South_Governorate,Jenjlaya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jennata,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Tyre_District,South_Governorate,Jennata,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jensnaya,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,3.5e+01,Impact Open Data,1e+01,1e+01,5e+00,2e+01,1e+01,Jezzine_District,South_Governorate,Jensnaya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jenta,https://impact.cib.gov.lb/home#open_data_section,nan,1.5e+01,0e+00,9e+00,Impact Open Data,2e+01,2.5e+01,NaN,3e+01,1e+00,Baalbek_District,Baalbek-Hermel_Governorate,Jenta,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jeoddayel+Jbeil,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,4e+01,Impact Open Data,3e+01,7e+00,1e+01,3e+00,1e+01,Byblos_District,Mount_Lebanon_Governorate,Jeoddayel Jbeil,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jermanya,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+01,1e+01,Impact Open Data,2e+01,2.5e+01,9e+00,3e+01,1e+00,Akkar_District,Akkar_Governorate,Jermanya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jernaya,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,0e+00,5e+01,Impact Open Data,2e+01,1e+01,1e+01,5e+00,3e+00,Jezzine_District,South_Governorate,Jernaya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jezzine-Ain+Majdelin,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,1e+00,5e+01,Impact Open Data,2.5e+01,2.5e+01,1e+01,2.5e+01,NaN,Jezzine_District,South_Governorate,Jezzine-Ain Majdelin,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jibchit,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,2e+00,1e+01,Impact Open Data,1.5e+01,2.5e+01,5e+00,4e+01,3e+00,Nabatieh_District,Nabatieh_Governorate,Jibchit,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jiyeh,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,2e+00,2e+01,Impact Open Data,2.5e+01,2.5e+01,3e+00,2.5e+01,1e+00,Chouf_District,Mount_Lebanon_Governorate,Jiyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jmailiyeh,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,5e+00,2e+01,Impact Open Data,2e+01,2e+01,0e+00,4e+01,0e+00,Chouf_District,Mount_Lebanon_Governorate,Jmailiyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouaiya,https://impact.cib.gov.lb/home#open_data_section,nan,6e+00,2e+00,1.1e+01,Impact Open Data,1.5e+01,2.6e+01,6e+00,2.6e+01,1e+01,Tyre_District,South_Governorate,Jouaiya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouar+El-Haouz,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,2e+01,Impact Open Data,1.5e+01,2.5e+01,1e+01,2e+01,5e+00,Baabda_District,Mount_Lebanon_Governorate,Jouar El-Haouz,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Joubb+Jannine,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,1e+01,1.5e+01,Impact Open Data,2.5e+01,2e+01,1e+01,2.3e+01,5e+00,Western_Beqaa_District,Beqaa_Governorate,Joubb Jannine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Joun,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Chouf_District,Mount_Lebanon_Governorate,Joun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jounie+,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Keserwan_District,Mount_Lebanon_Governorate,Jounie ,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouret+Arsoun,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,4e+01,Impact Open Data,1e+01,5e+00,3e+01,1e+00,1.4e+01,Baabda_District,Mount_Lebanon_Governorate,Jouret Arsoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouret+Bedrane,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Keserwan_District,Mount_Lebanon_Governorate,Jouret Bedrane,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouret+E-Tourmos,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Keserwan_District,Mount_Lebanon_Governorate,Jouret E-Tourmos,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouret+El-Ballout,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,2e+01,Impact Open Data,3e+01,2.5e+01,0e+00,2e+01,5e+00,Matn_District,Mount_Lebanon_Governorate,Jouret El-Ballout,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,5e+01,Impact Open Data,2.5e+01,3e+00,5e+00,0e+00,1.7e+01,Byblos_District,Mount_Lebanon_Governorate,Kafr,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr+Harra,https://impact.cib.gov.lb/home#open_data_section,nan,7e+00,0e+00,1.6e+01,Impact Open Data,1.2e+01,2.8e+01,3e+00,2.8e+01,6e+00,Akkar_District,Akkar_Governorate,Kafr Harra,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr+Hatna,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Batroun_District,North_Governorate,Kafr Hatna,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr+Jarrah,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,2e+01,Impact Open Data,2.5e+01,4.2e+01,5e+00,5e+00,3e+00,Jezzine_District,South_Governorate,Kafr Jarrah,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr+Saroun,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,1.5e+01,Impact Open Data,2e+01,4e+01,2e+01,0e+00,5e+00,Koura_District,North_Governorate,Kafr Saroun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr+horra,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,1e+01,Impact Open Data,1e+01,2e+01,1.5e+01,3.5e+01,5e+00,Zgharta_District,North_Governorate,Kafr horra,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafra+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,3e+01,4e+01,Impact Open Data,1e+01,1e+01,1e+01,1e+01,1e+01,Bint_Jbeil_District,Nabatieh_Governorate,Kafra Bent Jbeil,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafraiya+West+Bekaa,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+00,2e+01,Impact Open Data,3e+01,2e+01,5e+00,1.5e+01,5e+00,Western_Beqaa_District,Beqaa_Governorate,Kafraiya West Bekaa,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafraya+El-Koura,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,0e+00,1e+01,Impact Open Data,3e+01,2e+01,5e+00,3e+01,3e+00,Koura_District,North_Governorate,Kafraya El-Koura,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafrkida,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Byblos_District,Mount_Lebanon_Governorate,Kafrkida,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafrnoun,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,2e+00,1e+01,Impact Open Data,1e+01,2e+01,1e+01,3.5e+01,5e+00,Akkar_District,Akkar_Governorate,Kafrnoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafrya,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,0e+00,4e+01,Impact Open Data,2.5e+01,1e+01,1e+01,1e+01,4e+00,Sidon_District,South_Governorate,Kafrya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kaftoun,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,4e+01,Impact Open Data,1e+01,1e+01,1e+01,1e+01,2e+01,Koura_District,North_Governorate,Kaftoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kahef+Maloul,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,5e+00,2e+01,Impact Open Data,2.5e+01,2e+01,1e+01,1.5e+01,1e+01,MiniyehâDanniyeh_District,North_Governorate,Kahef Maloul,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kahhaleh,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Aley_District,Mount_Lebanon_Governorate,Kahhaleh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kahlouniet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,2e+01,Impact Open Data,1.5e+01,1.5e+01,1e+01,1.5e+01,2e+01,Chouf_District,Mount_Lebanon_Governorate,Kahlouniet Ech-Chouf,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kamed+El-Laouz,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,5e+00,3e+00,Impact Open Data,1e+01,2e+01,1e+01,4.5e+01,2e+00,Western_Beqaa_District,Beqaa_Governorate,Kamed El-Laouz,Educational_Level-Lebanon-2023
